"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Gender"	"Gender Code"	Births
	"2018"	"2018"	"California"	"06"	"Female"	"F"	222531
	"2018"	"2018"	"California"	"06"	"Male"	"M"	232389
"Total"	"2018"	"2018"	"California"	"06"			454920
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	30863
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	32022
"Total"	"2018"	"2018"	"Colorado"	"08"			62885
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	16927
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	17798
"Total"	"2018"	"2018"	"Connecticut"	"09"			34725
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	5159
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	5462
"Total"	"2018"	"2018"	"Delaware"	"10"			10621
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	4475
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	4737
"Total"	"2018"	"2018"	"District of Columbia"	"11"			9212
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	108088
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	113454
"Total"	"2018"	"2018"	"Florida"	"12"			221542
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	61712
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	64460
"Total"	"2018"	"2018"	"Georgia"	"13"			126172
	"2018"	"2018"	"Hawaii"	"15"	"Female"	"F"	8246
	"2018"	"2018"	"Hawaii"	"15"	"Male"	"M"	8726
"Total"	"2018"	"2018"	"Hawaii"	"15"			16972
	"2018"	"2018"	"Idaho"	"16"	"Female"	"F"	10435
	"2018"	"2018"	"Idaho"	"16"	"Male"	"M"	10968
"Total"	"2018"	"2018"	"Idaho"	"16"			21403
	"2018"	"2018"	"Illinois"	"17"	"Female"	"F"	70695
	"2018"	"2018"	"Illinois"	"17"	"Male"	"M"	74120
"Total"	"2018"	"2018"	"Illinois"	"17"			144815
	"2018"	"2018"	"Indiana"	"18"	"Female"	"F"	39911
	"2018"	"2018"	"Indiana"	"18"	"Male"	"M"	41735
"Total"	"2018"	"2018"	"Indiana"	"18"			81646
	"2018"	"2018"	"Iowa"	"19"	"Female"	"F"	18484
	"2018"	"2018"	"Iowa"	"19"	"Male"	"M"	19301
"Total"	"2018"	"2018"	"Iowa"	"19"			37785
	"2018"	"2018"	"Kansas"	"20"	"Female"	"F"	17674
	"2018"	"2018"	"Kansas"	"20"	"Male"	"M"	18587
"Total"	"2018"	"2018"	"Kansas"	"20"			36261
	"2018"	"2018"	"Kentucky"	"21"	"Female"	"F"	26254
	"2018"	"2018"	"Kentucky"	"21"	"Male"	"M"	27668
"Total"	"2018"	"2018"	"Kentucky"	"21"			53922
	"2018"	"2018"	"Louisiana"	"22"	"Female"	"F"	29197
	"2018"	"2018"	"Louisiana"	"22"	"Male"	"M"	30418
"Total"	"2018"	"2018"	"Louisiana"	"22"			59615
	"2018"	"2018"	"Maine"	"23"	"Female"	"F"	6063
	"2018"	"2018"	"Maine"	"23"	"Male"	"M"	6248
"Total"	"2018"	"2018"	"Maine"	"23"			12311
	"2018"	"2018"	"Maryland"	"24"	"Female"	"F"	34782
	"2018"	"2018"	"Maryland"	"24"	"Male"	"M"	36298
"Total"	"2018"	"2018"	"Maryland"	"24"			71080
	"2018"	"2018"	"Massachusetts"	"25"	"Female"	"F"	33810
	"2018"	"2018"	"Massachusetts"	"25"	"Male"	"M"	35299
"Total"	"2018"	"2018"	"Massachusetts"	"25"			69109
	"2018"	"2018"	"Michigan"	"26"	"Female"	"F"	53718
	"2018"	"2018"	"Michigan"	"26"	"Male"	"M"	56314
"Total"	"2018"	"2018"	"Michigan"	"26"			110032
	"2018"	"2018"	"Minnesota"	"27"	"Female"	"F"	33060
	"2018"	"2018"	"Minnesota"	"27"	"Male"	"M"	34284
"Total"	"2018"	"2018"	"Minnesota"	"27"			67344
	"2018"	"2018"	"Mississippi"	"28"	"Female"	"F"	18184
	"2018"	"2018"	"Mississippi"	"28"	"Male"	"M"	18816
"Total"	"2018"	"2018"	"Mississippi"	"28"			37000
	"2018"	"2018"	"Missouri"	"29"	"Female"	"F"	35966
	"2018"	"2018"	"Missouri"	"29"	"Male"	"M"	37303
"Total"	"2018"	"2018"	"Missouri"	"29"			73269
	"2018"	"2018"	"Montana"	"30"	"Female"	"F"	5609
	"2018"	"2018"	"Montana"	"30"	"Male"	"M"	5904
"Total"	"2018"	"2018"	"Montana"	"30"			11513
	"2018"	"2018"	"Nebraska"	"31"	"Female"	"F"	12433
	"2018"	"2018"	"Nebraska"	"31"	"Male"	"M"	13055
"Total"	"2018"	"2018"	"Nebraska"	"31"			25488
	"2018"	"2018"	"Nevada"	"32"	"Female"	"F"	17370
	"2018"	"2018"	"Nevada"	"32"	"Male"	"M"	18312
"Total"	"2018"	"2018"	"Nevada"	"32"			35682
	"2018"	"2018"	"New Hampshire"	"33"	"Female"	"F"	5978
	"2018"	"2018"	"New Hampshire"	"33"	"Male"	"M"	6017
"Total"	"2018"	"2018"	"New Hampshire"	"33"			11995
	"2018"	"2018"	"New Jersey"	"34"	"Female"	"F"	49532
	"2018"	"2018"	"New Jersey"	"34"	"Male"	"M"	51691
"Total"	"2018"	"2018"	"New Jersey"	"34"			101223
	"2018"	"2018"	"New Mexico"	"35"	"Female"	"F"	11385
	"2018"	"2018"	"New Mexico"	"35"	"Male"	"M"	11654
"Total"	"2018"	"2018"	"New Mexico"	"35"			23039
	"2018"	"2018"	"New York"	"36"	"Female"	"F"	110639
	"2018"	"2018"	"New York"	"36"	"Male"	"M"	115599
"Total"	"2018"	"2018"	"New York"	"36"			226238
	"2018"	"2018"	"North Carolina"	"37"	"Female"	"F"	58387
	"2018"	"2018"	"North Carolina"	"37"	"Male"	"M"	60567
"Total"	"2018"	"2018"	"North Carolina"	"37"			118954
	"2018"	"2018"	"North Dakota"	"38"	"Female"	"F"	5121
	"2018"	"2018"	"North Dakota"	"38"	"Male"	"M"	5515
"Total"	"2018"	"2018"	"North Dakota"	"38"			10636
	"2018"	"2018"	"Ohio"	"39"	"Female"	"F"	66201
	"2018"	"2018"	"Ohio"	"39"	"Male"	"M"	68933
"Total"	"2018"	"2018"	"Ohio"	"39"			135134
	"2018"	"2018"	"Oklahoma"	"40"	"Female"	"F"	24287
	"2018"	"2018"	"Oklahoma"	"40"	"Male"	"M"	25513
"Total"	"2018"	"2018"	"Oklahoma"	"40"			49800
	"2018"	"2018"	"Oregon"	"41"	"Female"	"F"	20615
	"2018"	"2018"	"Oregon"	"41"	"Male"	"M"	21573
"Total"	"2018"	"2018"	"Oregon"	"41"			42188
	"2018"	"2018"	"Pennsylvania"	"42"	"Female"	"F"	65899
	"2018"	"2018"	"Pennsylvania"	"42"	"Male"	"M"	69774
"Total"	"2018"	"2018"	"Pennsylvania"	"42"			135673
	"2018"	"2018"	"Rhode Island"	"44"	"Female"	"F"	5214
	"2018"	"2018"	"Rhode Island"	"44"	"Male"	"M"	5292
"Total"	"2018"	"2018"	"Rhode Island"	"44"			10506
	"2018"	"2018"	"South Carolina"	"45"	"Female"	"F"	27591
	"2018"	"2018"	"South Carolina"	"45"	"Male"	"M"	29078
"Total"	"2018"	"2018"	"South Carolina"	"45"			56669
	"2018"	"2018"	"South Dakota"	"46"	"Female"	"F"	5885
	"2018"	"2018"	"South Dakota"	"46"	"Male"	"M"	6008
"Total"	"2018"	"2018"	"South Dakota"	"46"			11893
	"2018"	"2018"	"Tennessee"	"47"	"Female"	"F"	39655
	"2018"	"2018"	"Tennessee"	"47"	"Male"	"M"	41096
"Total"	"2018"	"2018"	"Tennessee"	"47"			80751
	"2018"	"2018"	"Texas"	"48"	"Female"	"F"	185303
	"2018"	"2018"	"Texas"	"48"	"Male"	"M"	193321
"Total"	"2018"	"2018"	"Texas"	"48"			378624
	"2018"	"2018"	"Utah"	"49"	"Female"	"F"	23000
	"2018"	"2018"	"Utah"	"49"	"Male"	"M"	24209
"Total"	"2018"	"2018"	"Utah"	"49"			47209
	"2018"	"2018"	"Vermont"	"50"	"Female"	"F"	2666
	"2018"	"2018"	"Vermont"	"50"	"Male"	"M"	2766
"Total"	"2018"	"2018"	"Vermont"	"50"			5432
	"2018"	"2018"	"Virginia"	"51"	"Female"	"F"	48629
	"2018"	"2018"	"Virginia"	"51"	"Male"	"M"	51214
"Total"	"2018"	"2018"	"Virginia"	"51"			99843
	"2018"	"2018"	"Washington"	"53"	"Female"	"F"	42233
	"2018"	"2018"	"Washington"	"53"	"Male"	"M"	43852
"Total"	"2018"	"2018"	"Washington"	"53"			86085
	"2018"	"2018"	"West Virginia"	"54"	"Female"	"F"	8815
	"2018"	"2018"	"West Virginia"	"54"	"Male"	"M"	9433
"Total"	"2018"	"2018"	"West Virginia"	"54"			18248
	"2018"	"2018"	"Wisconsin"	"55"	"Female"	"F"	31218
	"2018"	"2018"	"Wisconsin"	"55"	"Male"	"M"	32880
"Total"	"2018"	"2018"	"Wisconsin"	"55"			64098
	"2018"	"2018"	"Wyoming"	"56"	"Female"	"F"	3186
	"2018"	"2018"	"Wyoming"	"56"	"Male"	"M"	3376
"Total"	"2018"	"2018"	"Wyoming"	"56"			6562
"Total"	"2018"	"2018"					3791712
	"2019"	"2019"	"Alabama"	"01"	"Female"	"F"	28420
	"2019"	"2019"	"Alabama"	"01"	"Male"	"M"	30195
"Total"	"2019"	"2019"	"Alabama"	"01"			58615
	"2019"	"2019"	"Alaska"	"02"	"Female"	"F"	4703
	"2019"	"2019"	"Alaska"	"02"	"Male"	"M"	5119
"Total"	"2019"	"2019"	"Alaska"	"02"			9822
	"2019"	"2019"	"Arizona"	"04"	"Female"	"F"	38699
	"2019"	"2019"	"Arizona"	"04"	"Male"	"M"	40676
"Total"	"2019"	"2019"	"Arizona"	"04"			79375
	"2019"	"2019"	"Arkansas"	"05"	"Female"	"F"	17805
	"2019"	"2019"	"Arkansas"	"05"	"Male"	"M"	18759
"Total"	"2019"	"2019"	"Arkansas"	"05"			36564
	"2019"	"2019"	"California"	"06"	"Female"	"F"	217276
	"2019"	"2019"	"California"	"06"	"Male"	"M"	229203
"Total"	"2019"	"2019"	"California"	"06"			446479
	"2019"	"2019"	"Colorado"	"08"	"Female"	"F"	30660
	"2019"	"2019"	"Colorado"	"08"	"Male"	"M"	32209
"Total"	"2019"	"2019"	"Colorado"	"08"			62869
	"2019"	"2019"	"Connecticut"	"09"	"Female"	"F"	16802
	"2019"	"2019"	"Connecticut"	"09"	"Male"	"M"	17456
"Total"	"2019"	"2019"	"Connecticut"	"09"			34258
	"2019"	"2019"	"Delaware"	"10"	"Female"	"F"	5124
	"2019"	"2019"	"Delaware"	"10"	"Male"	"M"	5438
"Total"	"2019"	"2019"	"Delaware"	"10"			10562
	"2019"	"2019"	"District of Columbia"	"11"	"Female"	"F"	4466
	"2019"	"2019"	"District of Columbia"	"11"	"Male"	"M"	4613
"Total"	"2019"	"2019"	"District of Columbia"	"11"			9079
	"2019"	"2019"	"Florida"	"12"	"Female"	"F"	107453
	"2019"	"2019"	"Florida"	"12"	"Male"	"M"	112549
"Total"	"2019"	"2019"	"Florida"	"12"			220002
	"2019"	"2019"	"Georgia"	"13"	"Female"	"F"	62057
	"2019"	"2019"	"Georgia"	"13"	"Male"	"M"	64314
"Total"	"2019"	"2019"	"Georgia"	"13"			126371
	"2019"	"2019"	"Hawaii"	"15"	"Female"	"F"	8019
	"2019"	"2019"	"Hawaii"	"15"	"Male"	"M"	8778
"Total"	"2019"	"2019"	"Hawaii"	"15"			16797
	"2019"	"2019"	"Idaho"	"16"	"Female"	"F"	10794
	"2019"	"2019"	"Idaho"	"16"	"Male"	"M"	11269
"Total"	"2019"	"2019"	"Idaho"	"16"			22063
	"2019"	"2019"	"Illinois"	"17"	"Female"	"F"	68340
	"2019"	"2019"	"Illinois"	"17"	"Male"	"M"	71788
"Total"	"2019"	"2019"	"Illinois"	"17"			140128
	"2019"	"2019"	"Indiana"	"18"	"Female"	"F"	39351
	"2019"	"2019"	"Indiana"	"18"	"Male"	"M"	41508
"Total"	"2019"	"2019"	"Indiana"	"18"			80859
	"2019"	"2019"	"Iowa"	"19"	"Female"	"F"	18404
	"2019"	"2019"	"Iowa"	"19"	"Male"	"M"	19245
"Total"	"2019"	"2019"	"Iowa"	"19"			37649
	"2019"	"2019"	"Kansas"	"20"	"Female"	"F"	17354
	"2019"	"2019"	"Kansas"	"20"	"Male"	"M"	18041
"Total"	"2019"	"2019"	"Kansas"	"20"			35395
	"2019"	"2019"	"Kentucky"	"21"	"Female"	"F"	25952
	"2019"	"2019"	"Kentucky"	"21"	"Male"	"M"	27117
"Total"	"2019"	"2019"	"Kentucky"	"21"			53069
	"2019"	"2019"	"Louisiana"	"22"	"Female"	"F"	28720
	"2019"	"2019"	"Louisiana"	"22"	"Male"	"M"	30221
"Total"	"2019"	"2019"	"Louisiana"	"22"			58941
	"2019"	"2019"	"Maine"	"23"	"Female"	"F"	5852
	"2019"	"2019"	"Maine"	"23"	"Male"	"M"	5927
"Total"	"2019"	"2019"	"Maine"	"23"			11779
	"2019"	"2019"	"Maryland"	"24"	"Female"	"F"	34212
	"2019"	"2019"	"Maryland"	"24"	"Male"	"M"	35966
"Total"	"2019"	"2019"	"Maryland"	"24"			70178
	"2019"	"2019"	"Massachusetts"	"25"	"Female"	"F"	33868
	"2019"	"2019"	"Massachusetts"	"25"	"Male"	"M"	35249
"Total"	"2019"	"2019"	"Massachusetts"	"25"			69117
	"2019"	"2019"	"Michigan"	"26"	"Female"	"F"	53066
	"2019"	"2019"	"Michigan"	"26"	"Male"	"M"	54820
"Total"	"2019"	"2019"	"Michigan"	"26"			107886
	"2019"	"2019"	"Minnesota"	"27"	"Female"	"F"	32330
	"2019"	"2019"	"Minnesota"	"27"	"Male"	"M"	33697
"Total"	"2019"	"2019"	"Minnesota"	"27"			66027
	"2019"	"2019"	"Mississippi"	"28"	"Female"	"F"	17889
	"2019"	"2019"	"Mississippi"	"28"	"Male"	"M"	18747
"Total"	"2019"	"2019"	"Mississippi"	"28"			36636
	"2019"	"2019"	"Missouri"	"29"	"Female"	"F"	35072
	"2019"	"2019"	"Missouri"	"29"	"Male"	"M"	37055
"Total"	"2019"	"2019"	"Missouri"	"29"			72127
	"2019"	"2019"	"Montana"	"30"	"Female"	"F"	5465
	"2019"	"2019"	"Montana"	"30"	"Male"	"M"	5614
"Total"	"2019"	"2019"	"Montana"	"30"			11079
	"2019"	"2019"	"Nebraska"	"31"	"Female"	"F"	12127
	"2019"	"2019"	"Nebraska"	"31"	"Male"	"M"	12628
"Total"	"2019"	"2019"	"Nebraska"	"31"			24755
	"2019"	"2019"	"Nevada"	"32"	"Female"	"F"	16952
	"2019"	"2019"	"Nevada"	"32"	"Male"	"M"	18120
"Total"	"2019"	"2019"	"Nevada"	"32"			35072
	"2019"	"2019"	"New Hampshire"	"33"	"Female"	"F"	5759
	"2019"	"2019"	"New Hampshire"	"33"	"Male"	"M"	6080
"Total"	"2019"	"2019"	"New Hampshire"	"33"			11839
	"2019"	"2019"	"New Jersey"	"34"	"Female"	"F"	48333
	"2019"	"2019"	"New Jersey"	"34"	"Male"	"M"	51252
"Total"	"2019"	"2019"	"New Jersey"	"34"			99585
	"2019"	"2019"	"New Mexico"	"35"	"Female"	"F"	11202
	"2019"	"2019"	"New Mexico"	"35"	"Male"	"M"	11758
"Total"	"2019"	"2019"	"New Mexico"	"35"			22960
	"2019"	"2019"	"New York"	"36"	"Female"	"F"	108474
	"2019"	"2019"	"New York"	"36"	"Male"	"M"	113065
"Total"	"2019"	"2019"	"New York"	"36"			221539
	"2019"	"2019"	"North Carolina"	"37"	"Female"	"F"	58120
	"2019"	"2019"	"North Carolina"	"37"	"Male"	"M"	60605
"Total"	"2019"	"2019"	"North Carolina"	"37"			118725
	"2019"	"2019"	"North Dakota"	"38"	"Female"	"F"	5040
	"2019"	"2019"	"North Dakota"	"38"	"Male"	"M"	5414
"Total"	"2019"	"2019"	"North Dakota"	"38"			10454
	"2019"	"2019"	"Ohio"	"39"	"Female"	"F"	65853
	"2019"	"2019"	"Ohio"	"39"	"Male"	"M"	68608
"Total"	"2019"	"2019"	"Ohio"	"39"			134461
	"2019"	"2019"	"Oklahoma"	"40"	"Female"	"F"	23907
	"2019"	"2019"	"Oklahoma"	"40"	"Male"	"M"	25236
"Total"	"2019"	"2019"	"Oklahoma"	"40"			49143
	"2019"	"2019"	"Oregon"	"41"	"Female"	"F"	20389
	"2019"	"2019"	"Oregon"	"41"	"Male"	"M"	21469
"Total"	"2019"	"2019"	"Oregon"	"41"			41858
	"2019"	"2019"	"Pennsylvania"	"42"	"Female"	"F"	65740
	"2019"	"2019"	"Pennsylvania"	"42"	"Male"	"M"	68490
"Total"	"2019"	"2019"	"Pennsylvania"	"42"			134230
	"2019"	"2019"	"Rhode Island"	"44"	"Female"	"F"	4992
	"2019"	"2019"	"Rhode Island"	"44"	"Male"	"M"	5183
"Total"	"2019"	"2019"	"Rhode Island"	"44"			10175
	"2019"	"2019"	"South Carolina"	"45"	"Female"	"F"	27882
	"2019"	"2019"	"South Carolina"	"45"	"Male"	"M"	29156
"Total"	"2019"	"2019"	"South Carolina"	"45"			57038
	"2019"	"2019"	"South Dakota"	"46"	"Female"	"F"	5573
	"2019"	"2019"	"South Dakota"	"46"	"Male"	"M"	5876
"Total"	"2019"	"2019"	"South Dakota"	"46"			11449
	"2019"	"2019"	"Tennessee"	"47"	"Female"	"F"	39451
	"2019"	"2019"	"Tennessee"	"47"	"Male"	"M"	40999
"Total"	"2019"	"2019"	"Tennessee"	"47"			80450
	"2019"	"2019"	"Texas"	"48"	"Female"	"F"	184612
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	192987
"Total"	"2019"	"2019"	"Texas"	"48"			377599
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	22886
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	23940
"Total"	"2019"	"2019"	"Utah"	"49"			46826
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	2607
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	2754
"Total"	"2019"	"2019"	"Vermont"	"50"			5361
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	47554
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	49875
"Total"	"2019"	"2019"	"Virginia"	"51"			97429
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	41545
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	43350
"Total"	"2019"	"2019"	"Washington"	"53"			84895
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	8832
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	9304
"Total"	"2019"	"2019"	"West Virginia"	"54"			18136
	"2019"	"2019"	"Wisconsin"	"55"	"Female"	"F"	30928
	"2019"	"2019"	"Wisconsin"	"55"	"Male"	"M"	32342
"Total"	"2019"	"2019"	"Wisconsin"	"55"			63270
	"2019"	"2019"	"Wyoming"	"56"	"Female"	"F"	3183
	"2019"	"2019"	"Wyoming"	"56"	"Male"	"M"	3382
"Total"	"2019"	"2019"	"Wyoming"	"56"			6565
"Total"	"2019"	"2019"					3747540
	"2020"	"2020"	"Alabama"	"01"	"Female"	"F"	28269
	"2020"	"2020"	"Alabama"	"01"	"Male"	"M"	29378
"Total"	"2020"	"2020"	"Alabama"	"01"			57647
	"2020"	"2020"	"Alaska"	"02"	"Female"	"F"	4665
	"2020"	"2020"	"Alaska"	"02"	"Male"	"M"	4804
"Total"	"2020"	"2020"	"Alaska"	"02"			9469
	"2020"	"2020"	"Arizona"	"04"	"Female"	"F"	37774
	"2020"	"2020"	"Arizona"	"04"	"Male"	"M"	39173
"Total"	"2020"	"2020"	"Arizona"	"04"			76947
	"2020"	"2020"	"Arkansas"	"05"	"Female"	"F"	17211
	"2020"	"2020"	"Arkansas"	"05"	"Male"	"M"	18040
"Total"	"2020"	"2020"	"Arkansas"	"05"			35251
	"2020"	"2020"	"California"	"06"	"Female"	"F"	205481
	"2020"	"2020"	"California"	"06"	"Male"	"M"	214778
"Total"	"2020"	"2020"	"California"	"06"			420259
	"2020"	"2020"	"Colorado"	"08"	"Female"	"F"	29978
	"2020"	"2020"	"Colorado"	"08"	"Male"	"M"	31516
"Total"	"2020"	"2020"	"Colorado"	"08"			61494
	"2020"	"2020"	"Connecticut"	"09"	"Female"	"F"	16365
	"2020"	"2020"	"Connecticut"	"09"	"Male"	"M"	17095
"Total"	"2020"	"2020"	"Connecticut"	"09"			33460
	"2020"	"2020"	"Delaware"	"10"	"Female"	"F"	5037
	"2020"	"2020"	"Delaware"	"10"	"Male"	"M"	5355
"Total"	"2020"	"2020"	"Delaware"	"10"			10392
	"2020"	"2020"	"District of Columbia"	"11"	"Female"	"F"	4292
	"2020"	"2020"	"District of Columbia"	"11"	"Male"	"M"	4582
"Total"	"2020"	"2020"	"District of Columbia"	"11"			8874
	"2020"	"2020"	"Florida"	"12"	"Female"	"F"	102292
	"2020"	"2020"	"Florida"	"12"	"Male"	"M"	107379
"Total"	"2020"	"2020"	"Florida"	"12"			209671
	"2020"	"2020"	"Georgia"	"13"	"Female"	"F"	59813
	"2020"	"2020"	"Georgia"	"13"	"Male"	"M"	62660
"Total"	"2020"	"2020"	"Georgia"	"13"			122473
	"2020"	"2020"	"Hawaii"	"15"	"Female"	"F"	7669
	"2020"	"2020"	"Hawaii"	"15"	"Male"	"M"	8116
"Total"	"2020"	"2020"	"Hawaii"	"15"			15785
	"2020"	"2020"	"Idaho"	"16"	"Female"	"F"	10413
	"2020"	"2020"	"Idaho"	"16"	"Male"	"M"	11120
"Total"	"2020"	"2020"	"Idaho"	"16"			21533
	"2020"	"2020"	"Illinois"	"17"	"Female"	"F"	65115
	"2020"	"2020"	"Illinois"	"17"	"Male"	"M"	68183
"Total"	"2020"	"2020"	"Illinois"	"17"			133298
	"2020"	"2020"	"Indiana"	"18"	"Female"	"F"	38334
	"2020"	"2020"	"Indiana"	"18"	"Male"	"M"	40282
"Total"	"2020"	"2020"	"Indiana"	"18"			78616
	"2020"	"2020"	"Iowa"	"19"	"Female"	"F"	17692
	"2020"	"2020"	"Iowa"	"19"	"Male"	"M"	18422
"Total"	"2020"	"2020"	"Iowa"	"19"			36114
	"2020"	"2020"	"Kansas"	"20"	"Female"	"F"	16813
	"2020"	"2020"	"Kansas"	"20"	"Male"	"M"	17563
"Total"	"2020"	"2020"	"Kansas"	"20"			34376
	"2020"	"2020"	"Kentucky"	"21"	"Female"	"F"	25373
	"2020"	"2020"	"Kentucky"	"21"	"Male"	"M"	26295
"Total"	"2020"	"2020"	"Kentucky"	"21"			51668
	"2020"	"2020"	"Louisiana"	"22"	"Female"	"F"	28024
	"2020"	"2020"	"Louisiana"	"22"	"Male"	"M"	29304
"Total"	"2020"	"2020"	"Louisiana"	"22"			57328
	"2020"	"2020"	"Maine"	"23"	"Female"	"F"	5697
	"2020"	"2020"	"Maine"	"23"	"Male"	"M"	5842
"Total"	"2020"	"2020"	"Maine"	"23"			11539
	"2020"	"2020"	"Maryland"	"24"	"Female"	"F"	33734
	"2020"	"2020"	"Maryland"	"24"	"Male"	"M"	34820
"Total"	"2020"	"2020"	"Maryland"	"24"			68554
	"2020"	"2020"	"Massachusetts"	"25"	"Female"	"F"	32699
	"2020"	"2020"	"Massachusetts"	"25"	"Male"	"M"	33729
"Total"	"2020"	"2020"	"Massachusetts"	"25"			66428
	"2020"	"2020"	"Michigan"	"26"	"Female"	"F"	50856
	"2020"	"2020"	"Michigan"	"26"	"Male"	"M"	53218
"Total"	"2020"	"2020"	"Michigan"	"26"			104074
	"2020"	"2020"	"Minnesota"	"27"	"Female"	"F"	30782
	"2020"	"2020"	"Minnesota"	"27"	"Male"	"M"	32661
"Total"	"2020"	"2020"	"Minnesota"	"27"			63443
	"2020"	"2020"	"Mississippi"	"28"	"Female"	"F"	17455
	"2020"	"2020"	"Mississippi"	"28"	"Male"	"M"	18018
"Total"	"2020"	"2020"	"Mississippi"	"28"			35473
	"2020"	"2020"	"Missouri"	"29"	"Female"	"F"	33622
	"2020"	"2020"	"Missouri"	"29"	"Male"	"M"	35663
"Total"	"2020"	"2020"	"Missouri"	"29"			69285
	"2020"	"2020"	"Montana"	"30"	"Female"	"F"	5240
	"2020"	"2020"	"Montana"	"30"	"Male"	"M"	5551
"Total"	"2020"	"2020"	"Montana"	"30"			10791
	"2020"	"2020"	"Nebraska"	"31"	"Female"	"F"	11939
	"2020"	"2020"	"Nebraska"	"31"	"Male"	"M"	12352
"Total"	"2020"	"2020"	"Nebraska"	"31"			24291
	"2020"	"2020"	"Nevada"	"32"	"Female"	"F"	16403
	"2020"	"2020"	"Nevada"	"32"	"Male"	"M"	17250
"Total"	"2020"	"2020"	"Nevada"	"32"			33653
	"2020"	"2020"	"New Hampshire"	"33"	"Female"	"F"	5768
	"2020"	"2020"	"New Hampshire"	"33"	"Male"	"M"	6023
"Total"	"2020"	"2020"	"New Hampshire"	"33"			11791
	"2020"	"2020"	"New Jersey"	"34"	"Female"	"F"	47826
	"2020"	"2020"	"New Jersey"	"34"	"Male"	"M"	50128
"Total"	"2020"	"2020"	"New Jersey"	"34"			97954
	"2020"	"2020"	"New Mexico"	"35"	"Female"	"F"	10560
	"2020"	"2020"	"New Mexico"	"35"	"Male"	"M"	11343
"Total"	"2020"	"2020"	"New Mexico"	"35"			21903
	"2020"	"2020"	"New York"	"36"	"Female"	"F"	102072
	"2020"	"2020"	"New York"	"36"	"Male"	"M"	107266
"Total"	"2020"	"2020"	"New York"	"36"			209338
	"2020"	"2020"	"North Carolina"	"37"	"Female"	"F"	57058
	"2020"	"2020"	"North Carolina"	"37"	"Male"	"M"	59672
"Total"	"2020"	"2020"	"North Carolina"	"37"			116730
	"2020"	"2020"	"North Dakota"	"38"	"Female"	"F"	4991
	"2020"	"2020"	"North Dakota"	"38"	"Male"	"M"	5068
"Total"	"2020"	"2020"	"North Dakota"	"38"			10059
	"2020"	"2020"	"Ohio"	"39"	"Female"	"F"	62774
	"2020"	"2020"	"Ohio"	"39"	"Male"	"M"	66417
"Total"	"2020"	"2020"	"Ohio"	"39"			129191
	"2020"	"2020"	"Oklahoma"	"40"	"Female"	"F"	23274
	"2020"	"2020"	"Oklahoma"	"40"	"Male"	"M"	24349
"Total"	"2020"	"2020"	"Oklahoma"	"40"			47623
	"2020"	"2020"	"Oregon"	"41"	"Female"	"F"	19436
	"2020"	"2020"	"Oregon"	"41"	"Male"	"M"	20384
"Total"	"2020"	"2020"	"Oregon"	"41"			39820
	"2020"	"2020"	"Pennsylvania"	"42"	"Female"	"F"	64059
	"2020"	"2020"	"Pennsylvania"	"42"	"Male"	"M"	66634
"Total"	"2020"	"2020"	"Pennsylvania"	"42"			130693
	"2020"	"2020"	"Rhode Island"	"44"	"Female"	"F"	5010
	"2020"	"2020"	"Rhode Island"	"44"	"Male"	"M"	5091
"Total"	"2020"	"2020"	"Rhode Island"	"44"			10101
	"2020"	"2020"	"South Carolina"	"45"	"Female"	"F"	27323
	"2020"	"2020"	"South Carolina"	"45"	"Male"	"M"	28381
"Total"	"2020"	"2020"	"South Carolina"	"45"			55704
	"2020"	"2020"	"South Dakota"	"46"	"Female"	"F"	5376
	"2020"	"2020"	"South Dakota"	"46"	"Male"	"M"	5584
"Total"	"2020"	"2020"	"South Dakota"	"46"			10960
	"2020"	"2020"	"Tennessee"	"47"	"Female"	"F"	38670
	"2020"	"2020"	"Tennessee"	"47"	"Male"	"M"	40019
"Total"	"2020"	"2020"	"Tennessee"	"47"			78689
	"2020"	"2020"	"Texas"	"48"	"Female"	"F"	179717
